node_1,node_2,edge,chunk_id
Shaft Heating,check the clearance,canBeMaintainedBy,140
Shaft Heating,adjust the clearance,canBeMaintainedBy,140
Bearing oil leakage,Failure,classifiedAs,140
Bearing oil leakage,name,hasProperty,140
Bearing oil leakage,description,hasProperty,140
Bearing oil leakage,severity,hasProperty,140
Bearing oil leakage,bearing cap,appliesTo,140
lubrication system,Component,classifiedAs,140
pressure lines,Component,classifiedAs,140
return oil holes,Component,classifiedAs,140
return oil pipes,Component,classifiedAs,140
oil seals,Component,classifiedAs,140
oil-seal grooves,Component,classifiedAs,140
lubrication system,Bearing oil leakage,causes,140
return oil holes,Bearing oil leakage,causes,140
return oil pipes,Bearing oil leakage,causes,140
oil seals,Bearing oil leakage,causes,140
Adjust the oil supply,MaintenanceMethod,classifiedAs,140
increase the diameter of the return oil pipe,MaintenanceMethod,classifiedAs,140
repair the oil-seal groove,MaintenanceMethod,classifiedAs,140
install the oil seals correctly,MaintenanceMethod,classifiedAs,140
tighten the bearing caps,MaintenanceMethod,classifiedAs,140
Bearing oil leakage,Adjust the oil supply,canBeMaintainedBy,140
Bearing oil leakage,increase the diameter of the return oil pipe,canBeMaintainedBy,140
Bearing oil leakage,repair the oil-seal groove,canBeMaintainedBy,140
Bearing oil leakage,install the oil seals correctly,canBeMaintainedBy,140
Bearing oil leakage,tighten the bearing caps,canBeMaintainedBy,140
lubricating oil,Material,classifiedAs,140
Case Studies in Diagnosis and Maintenance of Mechanical and Electrical System Failures,Section,classifiedAs,140
Case Studies in Diagnosis and Maintenance of Mechanical and Electrical System Failures,Shaft Heating,contains,140
Case Studies in Diagnosis and Maintenance of Mechanical and Electrical System Failures,Bearing oil leakage,contains,140
Installation and Adjustment of Rolling Bearings,2.4 Installation and Adjustment of Rolling Bearings,isSubsectionOf,141
Types and Fits of Rolling Bearings,Installation and Adjustment of Rolling Bearings,isSubsectionOf,141
Structure and Features of Rolling Bearings,Types and Fits of Rolling Bearings,isSubsectionOf,141
Rolling Bearing,Equipment,classifiedAs,141
Rolling Bearing,Open,hasProperty,141
Inner Ring,Rolling Bearing,isPartOf,141
Inner Ring,Component,classifiedAs,141
Inner Ring,Shaft,appliesTo,141
Outer Ring,Rolling Bearing,isPartOf,141
Outer Ring,Component,classifiedAs,141
Outer Ring,Bearing Housing Bore,appliesTo,141
Rolling Element,Rolling Bearing,isPartOf,141
Rolling Element,Component,classifiedAs,141
Cage,Rolling Bearing,isPartOf,141
Cage,Component,classifiedAs,141
Structure and Features of Rolling Bearings,Rolling Bearing,contains,141
Structure and Features of Rolling Bearings,Inner Ring,contains,141
Structure and Features of Rolling Bearings,Outer Ring,contains,141
Structure and Features of Rolling Bearings,Rolling Element,contains,141
Structure and Features of Rolling Bearings,Cage,contains,141
Types of Rolling Bearings,Selection of Rolling Bearing Types,isSubsectionOf,142
Radial bearings,Rolling bearing,classifiedAs,142
Radial bearings,withstand radial loads,hasProperty,142
Angular contact radial bearings,Rolling bearing,classifiedAs,142
Angular contact radial bearings,handle both radial and axial loads,hasProperty,142
Thrust bearings,Rolling bearing,classifiedAs,142
Thrust bearings,handle axial loads,hasProperty,142
Thrust angular contact bearings,Rolling bearing,classifiedAs,142
Thrust angular contact bearings,handle axial loads and smaller radial loads,hasProperty,142
Axial thrust bearings,Rolling bearing,classifiedAs,142
Axial thrust bearings,withstand axial loads,hasProperty,142
Ball bearings,Rolling bearing,classifiedAs,142
Roller bearings,Rolling bearing,classifiedAs,142
Self-aligning bearings,Rolling bearing,classifiedAs,142
Non-self-aligning bearings,Rolling bearing,classifiedAs,142
Bearings with adjustable clearance,Rolling bearing,classifiedAs,142
Bearings with non-adjustable clearance,Rolling bearing,classifiedAs,142
Selection of Rolling Bearing Types,Type Selection,contains,142
Type Selection,Selection of Rolling Bearing Types,isSubsectionOf,142
Thrust ball bearings,Thrust bearings,classifiedAs,142
Thrust ball bearings,smaller axial loads,appliesTo,142
Thrust roller bearings,Thrust bearings,classifiedAs,142
Thrust roller bearings,significant pure axial load,appliesTo,142
Deep groove ball bearings,Radial bearings,classifiedAs,142
Deep groove ball bearings,pure radial loads,appliesTo,142
Deep groove ball bearings,radial and moderate axial loads,appliesTo,142
Cylindrical roller bearings,Roller bearings,classifiedAs,142
Cylindrical roller bearings,pure radial loads,appliesTo,142
Needle roller bearings,Roller bearings,classifiedAs,142
Needle roller bearings,pure radial loads,appliesTo,142
Angular contact ball bearings,Angular contact radial bearings,classifiedAs,142
Angular contact ball bearings,radial and moderate axial loads,appliesTo,142
Angular contact ball bearings,heavier axial loads,appliesTo,142
Tapered roller bearings,Roller bearings,classifiedAs,142
Tapered roller bearings,radial and moderate axial loads,appliesTo,142
Tapered roller bearings,heavier axial loads,appliesTo,142
Ball bearings,high speed and precise rotation,appliesTo,142
Self-aligning bearings,long shaft or multiple support points,appliesTo,142
Roller bearings,heavy loads or impact loads,appliesTo,142
Roller bearings,restricted radial dimensions,appliesTo,142
Rolling bearing,Equipment,isPartOf,142
Inner race,Rolling bearing,isPartOf,142
Outer race,Rolling bearing,isPartOf,142
Rolling element,Rolling bearing,isPartOf,142
Cage,Rolling bearing,isPartOf,142
Rolling Bearings,Equipment,classifiedAs,143
Rolling Bearings,Easy to assemble and disassemble,hasProperty,143
Tapered roller bearings,Component,classifiedAs,143
Cylindrical roller bearings,Component,classifiedAs,143
Ball bearings,Component,classifiedAs,143
Ball bearings,low price,hasProperty,143
Roller bearings,Component,classifiedAs,143
Roller bearings,higher price,hasProperty,143
Fit of Rolling Bearings,Chapter 2: Fault Diagnosis and Maintenance of Commonly Used Components,isSubsectionOf,143
Fit of Rolling Bearings,Rolling Bearings,contains,143
Fit of Rolling Bearings,inner ring,contains,143
Fit of Rolling Bearings,journal,contains,143
Fit of Rolling Bearings,outer ring,contains,143
Fit of Rolling Bearings,housing,contains,143
inner ring,Rolling Bearings,isPartOf,143
outer ring,Rolling Bearings,isPartOf,143
journal,Equipment,isPartOf,143
housing,Equipment,isPartOf,143
Fit of Rolling Bearings,Rolling Bearings,appliesTo,143
hole basis system,MaintenanceMethod,classifiedAs,143
shaft basis system,MaintenanceMethod,classifiedAs,143
interference fit,MaintenanceMethod,classifiedAs,143
transition fit,MaintenanceMethod,classifiedAs,143
clearance fit,MaintenanceMethod,classifiedAs,143
N6,MaintenanceMethod,classifiedAs,143
M6,MaintenanceMethod,classifiedAs,143
K6,MaintenanceMethod,classifiedAs,143
k5,MaintenanceMethod,classifiedAs,143
j5,MaintenanceMethod,classifiedAs,143
J6,MaintenanceMethod,classifiedAs,143
J7,MaintenanceMethod,classifiedAs,143
H7,MaintenanceMethod,classifiedAs,143
G7,MaintenanceMethod,classifiedAs,143
large dimensions,EnvironmentalFactor,isInfluencedBy,143
heavy loads,EnvironmentalFactor,isInfluencedBy,143
significant vibrations,EnvironmentalFactor,isInfluencedBy,143
high rotational speeds,EnvironmentalFactor,isInfluencedBy,143
elevated operating temperatures,EnvironmentalFactor,isInfluencedBy,143
excessively tight fits,impair bearing function,causes,143
excessively tight fits,challenging assembly and disassembly,causes,143
excessive looseness,detrimental to rotational accuracy,causes,143
excessive looseness,detrimental to reducing vibration,causes,143
Failure Modes of Rolling Bearings,Chapter 2: Fault Diagnosis and Maintenance of Commonly Used Components,isSubsectionOf,143
Load Distribution,Failure Modes of Rolling Bearings,isSubsectionOf,144
Pure axial load,Load Distribution,isPartOf,144
Radial load,Load Distribution,isPartOf,144
Pure axial load,Rolling elements are evenly loaded,hasProperty,144
Radial load,Uneven loading of rolling elements (loaded and unloaded zones),hasProperty,144
Pitting,FailureMode,classifiedAs,144
Pitting,raceways,appliesTo,144
Pitting,rolling elements,appliesTo,144
Pitting,improper loading,causes,144
Pitting,incorrect assembly,causes,144
Pitting,inadequate lubrication,causes,144
Plastic Deformation,FailureMode,classifiedAs,144
Plastic Deformation,rolling elements,appliesTo,144
Plastic Deformation,raceway surfaces,appliesTo,144
Plastic Deformation,excessive static or impact loads,causes,144
abrasive wear,FailureMode,classifiedAs,144
adhesive wear,FailureMode,classifiedAs,144
fracture,FailureMode,classifiedAs,144
rusting,FailureMode,classifiedAs,144
electrochemical corrosion,FailureMode,classifiedAs,144
abnormal temperature rise,FailureMode,classifiedAs,144
Failure Modes of Rolling Bearings,Pitting,contains,144
Failure Modes of Rolling Bearings,Plastic Deformation,contains,144
Failure Modes of Rolling Bearings,abrasive wear,contains,144
Failure Modes of Rolling Bearings,adhesive wear,contains,144
Failure Modes of Rolling Bearings,fracture,contains,144
Failure Modes of Rolling Bearings,rusting,contains,144
Failure Modes of Rolling Bearings,electrochemical corrosion,contains,144
Failure Modes of Rolling Bearings,abnormal temperature rise,contains,144
Rolling Bearing Failure,Load Conditions,isInfluencedBy,145
Rolling Bearing Failure,Lubrication,isInfluencedBy,145
Rolling Bearing Failure,Assembly Practices,isInfluencedBy,145
Rolling Bearing Failure,Environmental Factors,isInfluencedBy,145
Rolling Bearing Failure,Material Quality,isInfluencedBy,145
Rolling Bearing Failure,Manufacturing Precision,isInfluencedBy,145
Contact Fatigue,Failure Mode,classifiedAs,145
Static Strength Failure,Failure Mode,classifiedAs,145
Adhesive Wear,Failure Mode,classifiedAs,145
Scoring,Failure Mode,classifiedAs,145
Rotating Rolling Bearings,Contact Fatigue Life Analysis,appliesTo,145
Rotating Rolling Bearings,Static Strength Analysis,appliesTo,145
Oscillating Bearings,Static Strength Calculation,appliesTo,145
Low-speed Bearings,Static Strength Calculation,appliesTo,145
High-speed Bearings,Life Calculation,appliesTo,145
High-speed Bearings,Limiting Speed Verification,appliesTo,145
Heat Generation,Adhesive Wear,causes,145
Heat Generation,Scoring,causes,145
"Disassembly, Cleaning, and Inspection of Rolling Bearings",Rolling Bearing Maintenance,isSubsectionOf,145
"Disassembly, Cleaning, and Inspection of Rolling Bearings",Rolling Bearing Failure,contains,145
"Disassembly, Cleaning, and Inspection of Rolling Bearings",Rolling Bearings,contains,145
Bearing installation,When designing bearing assemblies,isSubsectionOf,146
Bearing installation and removal,When designing bearing assemblies,isSubsectionOf,146
Disassembling Rolling Bearings,Bearing installation and removal,isSubsectionOf,146
Heating Disassembly Method,Disassembling Rolling Bearings,isSubsectionOf,146
Tensioner Disassembly Method,Disassembling Rolling Bearings,isSubsectionOf,146
Bearing,Component,classifiedAs,146
Bearing,Bearing assembly,isPartOf,146
Bearing assembly,Equipment,classifiedAs,146
Copper hammer,Tool,classifiedAs,146
Hydraulic press,Tool,classifiedAs,146
Heating Disassembly Method,MaintenanceMethod,classifiedAs,146
Tensioner Disassembly Method,MaintenanceMethod,classifiedAs,146
Asbestos cloth,Material,classifiedAs,146
Wooden mallet,Tool,classifiedAs,146
Sleeve,Tool,classifiedAs,146
Clamping plates,Tool,classifiedAs,146
Tensioner,Tool,classifiedAs,146
Pull hook,Tool,classifiedAs,146
Improper disassembly method,FailureMode,classifiedAs,146
Improper disassembly method,Bearing damage,causes,146
Improper disassembly method,Component damage,causes,146
Bearing damage,Failure,classifiedAs,146
Component damage,Failure,classifiedAs,146
Heating Disassembly Method,Tightly fitted bearings,appliesTo,146
Heating Disassembly Method,Temperature: 100°C,hasProperty,146
Tight fit,Large interference,isInfluencedBy,146
Loose fit,Small interference,isInfluencedBy,146
Bearing Disassembly,Tutorial on Diagnosing and Repairing Electromechanical System Failures in Tensioners,isSubsectionOf,147
Bearing Cleaning,Tutorial on Diagnosing and Repairing Electromechanical System Failures in Tensioners,isSubsectionOf,147
Inspection of Rolling Bearings,Tutorial on Diagnosing and Repairing Electromechanical System Failures in Tensioners,isSubsectionOf,147
Assembly of Rolling Bearings,Tutorial on Diagnosing and Repairing Electromechanical System Failures in Tensioners,isSubsectionOf,147
Bearing,Tensioner,isPartOf,147
Inner Ring,Rolling Bearing,isPartOf,147
Outer Ring,Rolling Bearing,isPartOf,147
Rolling Elements,Rolling Bearing,isPartOf,147
Cage,Rolling Bearing,isPartOf,147
Hot Oil Cleaning Method,Bearing,appliesTo,147
General Cleaning Method,Bearing,appliesTo,147
Dry Ice Cooling,Bearing Outer Race,appliesTo,147
Bearing,Hot Oil Cleaning Method,canBeMaintainedBy,147
Bearing,General Cleaning Method,canBeMaintainedBy,147
Bearing,Dry Ice Cooling,canBeMaintainedBy,147
Rolling Bearing,Low Friction Coefficient,hasProperty,147
Rolling Bearing,High Efficiency,hasProperty,147
Rolling Bearing,Compact Axial Dimensions,hasProperty,147
Rolling Bearing,Ease of Assembly and Disassembly,hasProperty,147
Hot Oil Cleaning Method,Oil Temperature 100-200°C,hasProperty,147
General Cleaning Method,Uses Kerosene and Gasoline,hasProperty,147
Bearing Hardening,Cleaning Difficulty,causes,147
Wear,Increased Clearance,causes,147
Bearing,Standardized Component,classifiedAs,147
Hot Oil Cleaning Method,MaintenanceMethod,classifiedAs,147
